category,storage_type,days_since_purchase,spoilage_sensitivity_cat,category_median_shelf_life,est_remaining_days,est_life_used_ratio,risk_level
1,1,7,0.4,18.0,11.0,0.3888888888888889,High
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
6,1,3,0.6,12.0,9.0,0.25,Medium
6,1,4,0.6,12.0,8.0,0.3333333333333333,Low
7,0,1,0.9,3.0,2.0,0.3333333333333333,High
2,1,2,0.7,17.0,15.0,0.11764705882352941,Medium
7,1,3,0.9,3.0,0.0,1.0,Medium
6,1,0,0.6,12.0,12.0,0.0,Low
4,0,24,0.3,212.0,188.0,0.11320754716981132,Low
8,0,3,0.95,5.0,2.0,0.6,Medium
2,1,9,0.7,17.0,8.0,0.5294117647058824,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
7,1,0,0.9,3.0,3.0,0.0,Low
5,1,4,0.9,6.0,2.0,0.6666666666666666,Medium
5,1,0,0.9,6.0,6.0,0.0,Low
6,2,3,0.6,12.0,9.0,0.25,Low
4,0,49,0.3,212.0,163.0,0.23113207547169812,Low
2,1,2,0.7,17.0,15.0,0.11764705882352941,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,Low
2,1,5,0.7,17.0,12.0,0.29411764705882354,Medium
0,2,1,0.5,4.0,3.0,0.25,Medium
0,2,0,0.5,4.0,4.0,0.0,Medium
6,1,4,0.6,12.0,8.0,0.3333333333333333,Medium
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
8,0,4,0.95,5.0,1.0,0.8,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
8,1,0,0.95,5.0,5.0,0.0,Medium
8,1,3,0.95,5.0,2.0,0.6,Low
4,0,69,0.3,212.0,143.0,0.32547169811320753,High
3,1,4,0.75,9.0,5.0,0.4444444444444444,High
4,0,74,0.3,212.0,138.0,0.3490566037735849,Low
2,1,9,0.7,17.0,8.0,0.5294117647058824,High
2,1,3,0.7,17.0,14.0,0.17647058823529413,High
0,2,2,0.5,4.0,2.0,0.5,Low
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
6,1,2,0.6,12.0,10.0,0.16666666666666666,Low
4,0,15,0.3,212.0,197.0,0.07075471698113207,Low
1,1,9,0.4,18.0,9.0,0.5,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
6,1,5,0.6,12.0,7.0,0.4166666666666667,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,High
4,0,27,0.3,212.0,185.0,0.12735849056603774,Low
1,1,5,0.4,18.0,13.0,0.2777777777777778,Low
8,0,1,0.95,5.0,4.0,0.2,Medium
4,0,85,0.3,212.0,127.0,0.4009433962264151,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
1,1,5,0.4,18.0,13.0,0.2777777777777778,Medium
3,1,2,0.75,9.0,7.0,0.2222222222222222,Low
0,2,2,0.5,4.0,2.0,0.5,Medium
8,1,1,0.95,5.0,4.0,0.2,Low
5,0,3,0.9,6.0,3.0,0.5,Medium
8,1,3,0.95,5.0,2.0,0.6,High
7,1,3,0.9,3.0,0.0,1.0,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
4,0,26,0.3,212.0,186.0,0.12264150943396226,Low
6,2,3,0.6,12.0,9.0,0.25,High
5,1,3,0.9,6.0,3.0,0.5,Medium
4,0,68,0.3,212.0,144.0,0.32075471698113206,Medium
2,1,2,0.7,17.0,15.0,0.11764705882352941,Low
1,1,12,0.4,18.0,6.0,0.6666666666666666,High
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
1,1,8,0.4,18.0,10.0,0.4444444444444444,Medium
7,1,4,0.9,3.0,-1.0,1.3333333333333333,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
1,1,3,0.4,18.0,15.0,0.16666666666666666,High
6,2,6,0.6,12.0,6.0,0.5,Medium
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
0,2,2,0.5,4.0,2.0,0.5,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
7,1,4,0.9,3.0,-1.0,1.3333333333333333,Low
6,1,6,0.6,12.0,6.0,0.5,Low
3,1,3,0.75,9.0,6.0,0.3333333333333333,High
3,1,3,0.75,9.0,6.0,0.3333333333333333,Medium
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
0,2,1,0.5,4.0,3.0,0.25,High
0,2,3,0.5,4.0,1.0,0.75,High
6,2,1,0.6,12.0,11.0,0.08333333333333333,High
0,2,0,0.5,4.0,4.0,0.0,High
6,1,6,0.6,12.0,6.0,0.5,High
1,1,1,0.4,18.0,17.0,0.05555555555555555,High
4,0,26,0.3,212.0,186.0,0.12264150943396226,Low
3,1,0,0.75,9.0,9.0,0.0,Low
4,0,17,0.3,212.0,195.0,0.08018867924528301,Medium
5,1,1,0.9,6.0,5.0,0.16666666666666666,Medium
3,1,4,0.75,9.0,5.0,0.4444444444444444,High
7,1,3,0.9,3.0,0.0,1.0,Medium
0,2,1,0.5,4.0,3.0,0.25,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
5,1,3,0.9,6.0,3.0,0.5,Low
6,1,1,0.6,12.0,11.0,0.08333333333333333,Low
1,1,2,0.4,18.0,16.0,0.1111111111111111,Medium
8,1,2,0.95,5.0,3.0,0.4,Medium
5,0,1,0.9,6.0,5.0,0.16666666666666666,Medium
8,1,1,0.95,5.0,4.0,0.2,High
4,0,3,0.3,212.0,209.0,0.014150943396226415,Low
8,0,3,0.95,5.0,2.0,0.6,Medium
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
0,2,3,0.5,4.0,1.0,0.75,High
5,1,4,0.9,6.0,2.0,0.6666666666666666,Medium
3,1,5,0.75,9.0,4.0,0.5555555555555556,Medium
8,1,3,0.95,5.0,2.0,0.6,Medium
0,2,4,0.5,4.0,0.0,1.0,Low
7,1,0,0.9,3.0,3.0,0.0,Low
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
3,1,6,0.75,9.0,3.0,0.6666666666666666,Medium
4,0,46,0.3,212.0,166.0,0.2169811320754717,Low
6,1,3,0.6,12.0,9.0,0.25,High
4,0,60,0.3,212.0,152.0,0.2830188679245283,Low
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
0,2,1,0.5,4.0,3.0,0.25,Low
2,1,2,0.7,17.0,15.0,0.11764705882352941,Low
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
4,0,60,0.3,212.0,152.0,0.2830188679245283,Medium
0,2,1,0.5,4.0,3.0,0.25,High
6,1,3,0.6,12.0,9.0,0.25,High
4,0,117,0.3,212.0,95.0,0.5518867924528302,Low
6,1,4,0.6,12.0,8.0,0.3333333333333333,Medium
0,2,3,0.5,4.0,1.0,0.75,High
0,2,0,0.5,4.0,4.0,0.0,Low
0,2,2,0.5,4.0,2.0,0.5,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,Medium
2,1,2,0.7,17.0,15.0,0.11764705882352941,Low
2,1,6,0.7,17.0,11.0,0.35294117647058826,High
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
2,1,7,0.7,17.0,10.0,0.4117647058823529,High
5,0,2,0.9,6.0,4.0,0.3333333333333333,Medium
8,0,2,0.95,5.0,3.0,0.4,Low
1,1,0,0.4,18.0,18.0,0.0,Medium
4,0,9,0.3,212.0,203.0,0.04245283018867924,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
1,1,6,0.4,18.0,12.0,0.3333333333333333,Medium
5,1,3,0.9,6.0,3.0,0.5,High
7,1,3,0.9,3.0,0.0,1.0,High
3,1,5,0.75,9.0,4.0,0.5555555555555556,Medium
8,0,2,0.95,5.0,3.0,0.4,High
5,0,3,0.9,6.0,3.0,0.5,Low
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,Medium
3,1,2,0.75,9.0,7.0,0.2222222222222222,High
2,1,2,0.7,17.0,15.0,0.11764705882352941,Medium
2,1,7,0.7,17.0,10.0,0.4117647058823529,Low
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
5,1,3,0.9,6.0,3.0,0.5,High
8,1,4,0.95,5.0,1.0,0.8,Medium
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
8,1,2,0.95,5.0,3.0,0.4,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
1,1,5,0.4,18.0,13.0,0.2777777777777778,High
4,0,33,0.3,212.0,179.0,0.15566037735849056,Low
8,0,4,0.95,5.0,1.0,0.8,Medium
4,0,21,0.3,212.0,191.0,0.09905660377358491,Medium
4,0,41,0.3,212.0,171.0,0.19339622641509435,Medium
0,2,2,0.5,4.0,2.0,0.5,Low
2,1,8,0.7,17.0,9.0,0.47058823529411764,High
0,2,4,0.5,4.0,0.0,1.0,Low
6,1,2,0.6,12.0,10.0,0.16666666666666666,Low
0,2,2,0.5,4.0,2.0,0.5,Low
0,2,4,0.5,4.0,0.0,1.0,Low
2,1,1,0.7,17.0,16.0,0.058823529411764705,Medium
5,1,3,0.9,6.0,3.0,0.5,High
0,2,1,0.5,4.0,3.0,0.25,Medium
4,0,28,0.3,212.0,184.0,0.1320754716981132,Low
5,1,3,0.9,6.0,3.0,0.5,Medium
5,0,1,0.9,6.0,5.0,0.16666666666666666,Medium
4,0,46,0.3,212.0,166.0,0.2169811320754717,Medium
6,1,7,0.6,12.0,5.0,0.5833333333333334,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
3,1,3,0.75,9.0,6.0,0.3333333333333333,Medium
4,0,100,0.3,212.0,112.0,0.4716981132075472,Low
2,0,2,0.7,17.0,15.0,0.11764705882352941,Low
5,0,1,0.9,6.0,5.0,0.16666666666666666,Low
4,0,7,0.3,212.0,205.0,0.0330188679245283,Low
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
6,1,3,0.6,12.0,9.0,0.25,Medium
3,1,4,0.75,9.0,5.0,0.4444444444444444,Medium
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
6,1,1,0.6,12.0,11.0,0.08333333333333333,High
4,0,2,0.3,212.0,210.0,0.009433962264150943,Low
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
0,2,2,0.5,4.0,2.0,0.5,High
2,1,4,0.7,17.0,13.0,0.23529411764705882,High
4,0,7,0.3,212.0,205.0,0.0330188679245283,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,High
6,1,2,0.6,12.0,10.0,0.16666666666666666,Low
5,0,2,0.9,6.0,4.0,0.3333333333333333,Medium
0,2,5,0.5,4.0,-1.0,1.25,High
1,1,7,0.4,18.0,11.0,0.3888888888888889,Low
6,1,3,0.6,12.0,9.0,0.25,Low
8,1,2,0.95,5.0,3.0,0.4,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
3,1,4,0.75,9.0,5.0,0.4444444444444444,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
7,1,4,0.9,3.0,-1.0,1.3333333333333333,Low
0,2,2,0.5,4.0,2.0,0.5,Medium
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
1,1,8,0.4,18.0,10.0,0.4444444444444444,High
8,1,2,0.95,5.0,3.0,0.4,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
5,1,4,0.9,6.0,2.0,0.6666666666666666,Medium
5,1,1,0.9,6.0,5.0,0.16666666666666666,Low
3,1,2,0.75,9.0,7.0,0.2222222222222222,Low
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
8,0,4,0.95,5.0,1.0,0.8,Medium
5,0,3,0.9,6.0,3.0,0.5,Medium
4,0,37,0.3,212.0,175.0,0.17452830188679244,Low
5,0,4,0.9,6.0,2.0,0.6666666666666666,Medium
5,1,2,0.9,6.0,4.0,0.3333333333333333,Medium
6,1,3,0.6,12.0,9.0,0.25,High
5,1,4,0.9,6.0,2.0,0.6666666666666666,Low
2,1,9,0.7,17.0,8.0,0.5294117647058824,High
5,0,3,0.9,6.0,3.0,0.5,Medium
5,0,2,0.9,6.0,4.0,0.3333333333333333,Medium
4,0,90,0.3,212.0,122.0,0.42452830188679247,High
3,1,0,0.75,9.0,9.0,0.0,Medium
1,1,2,0.4,18.0,16.0,0.1111111111111111,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Low
5,1,3,0.9,6.0,3.0,0.5,High
8,1,0,0.95,5.0,5.0,0.0,Low
1,1,3,0.4,18.0,15.0,0.16666666666666666,High
4,0,30,0.3,212.0,182.0,0.14150943396226415,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
4,0,10,0.3,212.0,202.0,0.04716981132075472,High
3,1,0,0.75,9.0,9.0,0.0,Medium
6,2,3,0.6,12.0,9.0,0.25,High
2,1,4,0.7,17.0,13.0,0.23529411764705882,High
8,0,2,0.95,5.0,3.0,0.4,High
1,1,4,0.4,18.0,14.0,0.2222222222222222,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
0,2,5,0.5,4.0,-1.0,1.25,Low
8,0,3,0.95,5.0,2.0,0.6,High
5,1,1,0.9,6.0,5.0,0.16666666666666666,High
2,1,0,0.7,17.0,17.0,0.0,Medium
0,2,1,0.5,4.0,3.0,0.25,Low
4,0,28,0.3,212.0,184.0,0.1320754716981132,Medium
3,1,0,0.75,9.0,9.0,0.0,Medium
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
3,1,3,0.75,9.0,6.0,0.3333333333333333,Medium
1,1,8,0.4,18.0,10.0,0.4444444444444444,Medium
1,1,8,0.4,18.0,10.0,0.4444444444444444,Low
4,0,71,0.3,212.0,141.0,0.33490566037735847,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
1,1,2,0.4,18.0,16.0,0.1111111111111111,Medium
6,1,6,0.6,12.0,6.0,0.5,Medium
4,0,32,0.3,212.0,180.0,0.1509433962264151,Medium
8,0,3,0.95,5.0,2.0,0.6,Medium
0,2,3,0.5,4.0,1.0,0.75,Medium
6,1,4,0.6,12.0,8.0,0.3333333333333333,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,Low
6,2,5,0.6,12.0,7.0,0.4166666666666667,Low
0,2,3,0.5,4.0,1.0,0.75,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
6,1,3,0.6,12.0,9.0,0.25,High
8,1,4,0.95,5.0,1.0,0.8,Medium
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
1,1,9,0.4,18.0,9.0,0.5,Low
5,0,3,0.9,6.0,3.0,0.5,High
5,1,5,0.9,6.0,1.0,0.8333333333333334,Medium
8,0,0,0.95,5.0,5.0,0.0,Medium
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
3,1,3,0.75,9.0,6.0,0.3333333333333333,High
4,0,50,0.3,212.0,162.0,0.2358490566037736,Low
0,2,2,0.5,4.0,2.0,0.5,Medium
1,1,4,0.4,18.0,14.0,0.2222222222222222,Medium
5,1,1,0.9,6.0,5.0,0.16666666666666666,Low
4,0,3,0.3,212.0,209.0,0.014150943396226415,Medium
4,0,27,0.3,212.0,185.0,0.12735849056603774,Medium
4,0,32,0.3,212.0,180.0,0.1509433962264151,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,Low
8,1,2,0.95,5.0,3.0,0.4,Low
2,1,2,0.7,17.0,15.0,0.11764705882352941,Low
3,1,0,0.75,9.0,9.0,0.0,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
8,1,0,0.95,5.0,5.0,0.0,Low
8,1,4,0.95,5.0,1.0,0.8,Low
2,1,8,0.7,17.0,9.0,0.47058823529411764,Low
4,0,5,0.3,212.0,207.0,0.02358490566037736,Medium
5,0,2,0.9,6.0,4.0,0.3333333333333333,Medium
1,1,3,0.4,18.0,15.0,0.16666666666666666,Low
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
7,1,3,0.9,3.0,0.0,1.0,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,Medium
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
2,1,1,0.7,17.0,16.0,0.058823529411764705,Low
8,1,2,0.95,5.0,3.0,0.4,Low
3,1,5,0.75,9.0,4.0,0.5555555555555556,High
0,2,3,0.5,4.0,1.0,0.75,Medium
5,1,0,0.9,6.0,6.0,0.0,Medium
2,1,7,0.7,17.0,10.0,0.4117647058823529,Medium
4,0,10,0.3,212.0,202.0,0.04716981132075472,Low
0,2,2,0.5,4.0,2.0,0.5,High
8,1,2,0.95,5.0,3.0,0.4,Medium
8,0,0,0.95,5.0,5.0,0.0,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
8,0,3,0.95,5.0,2.0,0.6,High
0,2,2,0.5,4.0,2.0,0.5,Medium
2,1,7,0.7,17.0,10.0,0.4117647058823529,Medium
0,2,0,0.5,4.0,4.0,0.0,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
1,1,7,0.4,18.0,11.0,0.3888888888888889,Low
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
0,2,2,0.5,4.0,2.0,0.5,High
0,2,1,0.5,4.0,3.0,0.25,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
0,2,4,0.5,4.0,0.0,1.0,Low
5,1,1,0.9,6.0,5.0,0.16666666666666666,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
4,0,101,0.3,212.0,111.0,0.47641509433962265,Medium
1,1,4,0.4,18.0,14.0,0.2222222222222222,Medium
3,1,6,0.75,9.0,3.0,0.6666666666666666,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
0,2,2,0.5,4.0,2.0,0.5,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
0,2,3,0.5,4.0,1.0,0.75,Low
6,2,9,0.6,12.0,3.0,0.75,Low
4,0,63,0.3,212.0,149.0,0.2971698113207547,Low
0,2,1,0.5,4.0,3.0,0.25,Medium
0,2,1,0.5,4.0,3.0,0.25,Medium
1,1,6,0.4,18.0,12.0,0.3333333333333333,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
1,1,2,0.4,18.0,16.0,0.1111111111111111,High
4,0,25,0.3,212.0,187.0,0.1179245283018868,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,Medium
4,0,20,0.3,212.0,192.0,0.09433962264150944,High
1,1,6,0.4,18.0,12.0,0.3333333333333333,High
3,1,2,0.75,9.0,7.0,0.2222222222222222,Low
4,0,70,0.3,212.0,142.0,0.330188679245283,Low
5,0,4,0.9,6.0,2.0,0.6666666666666666,Medium
5,0,1,0.9,6.0,5.0,0.16666666666666666,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
8,0,1,0.95,5.0,4.0,0.2,Medium
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
8,1,3,0.95,5.0,2.0,0.6,High
1,1,9,0.4,18.0,9.0,0.5,Low
8,0,3,0.95,5.0,2.0,0.6,Low
7,1,0,0.9,3.0,3.0,0.0,Low
0,2,2,0.5,4.0,2.0,0.5,Low
2,1,5,0.7,17.0,12.0,0.29411764705882354,Medium
0,2,1,0.5,4.0,3.0,0.25,Low
1,1,1,0.4,18.0,17.0,0.05555555555555555,Medium
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
3,1,5,0.75,9.0,4.0,0.5555555555555556,Medium
7,1,1,0.9,3.0,2.0,0.3333333333333333,Low
4,0,24,0.3,212.0,188.0,0.11320754716981132,Low
2,1,2,0.7,17.0,15.0,0.11764705882352941,Low
0,2,2,0.5,4.0,2.0,0.5,Medium
3,1,2,0.75,9.0,7.0,0.2222222222222222,Medium
2,1,4,0.7,17.0,13.0,0.23529411764705882,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
7,1,3,0.9,3.0,0.0,1.0,Low
3,1,1,0.75,9.0,8.0,0.1111111111111111,High
5,1,5,0.9,6.0,1.0,0.8333333333333334,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,Low
1,1,6,0.4,18.0,12.0,0.3333333333333333,High
8,0,1,0.95,5.0,4.0,0.2,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,Low
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
0,2,0,0.5,4.0,4.0,0.0,Medium
8,0,3,0.95,5.0,2.0,0.6,High
1,1,2,0.4,18.0,16.0,0.1111111111111111,High
8,0,2,0.95,5.0,3.0,0.4,High
4,0,42,0.3,212.0,170.0,0.19811320754716982,Medium
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
2,1,8,0.7,17.0,9.0,0.47058823529411764,Low
4,0,72,0.3,212.0,140.0,0.33962264150943394,Low
6,1,4,0.6,12.0,8.0,0.3333333333333333,High
0,2,3,0.5,4.0,1.0,0.75,Low
1,1,5,0.4,18.0,13.0,0.2777777777777778,Low
8,1,2,0.95,5.0,3.0,0.4,Medium
4,0,14,0.3,212.0,198.0,0.0660377358490566,Medium
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
1,1,9,0.4,18.0,9.0,0.5,High
8,0,5,0.95,5.0,0.0,1.0,High
7,1,3,0.9,3.0,0.0,1.0,Medium
7,1,3,0.9,3.0,0.0,1.0,Medium
2,1,2,0.7,17.0,15.0,0.11764705882352941,High
7,1,3,0.9,3.0,0.0,1.0,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,High
4,0,36,0.3,212.0,176.0,0.16981132075471697,Medium
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
4,0,3,0.3,212.0,209.0,0.014150943396226415,Low
6,1,7,0.6,12.0,5.0,0.5833333333333334,Low
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
3,1,4,0.75,9.0,5.0,0.4444444444444444,High
0,2,2,0.5,4.0,2.0,0.5,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
3,1,1,0.75,9.0,8.0,0.1111111111111111,Medium
4,0,10,0.3,212.0,202.0,0.04716981132075472,Medium
2,1,1,0.7,17.0,16.0,0.058823529411764705,High
6,1,3,0.6,12.0,9.0,0.25,Low
1,1,0,0.4,18.0,18.0,0.0,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
4,0,80,0.3,212.0,132.0,0.37735849056603776,Low
6,1,0,0.6,12.0,12.0,0.0,Medium
0,2,2,0.5,4.0,2.0,0.5,High
0,2,3,0.5,4.0,1.0,0.75,Medium
7,1,0,0.9,3.0,3.0,0.0,Low
8,1,2,0.95,5.0,3.0,0.4,High
2,1,3,0.7,17.0,14.0,0.17647058823529413,Medium
6,2,1,0.6,12.0,11.0,0.08333333333333333,High
1,1,12,0.4,18.0,6.0,0.6666666666666666,Medium
2,1,5,0.7,17.0,12.0,0.29411764705882354,High
4,0,4,0.3,212.0,208.0,0.018867924528301886,Low
6,1,0,0.6,12.0,12.0,0.0,Medium
7,1,3,0.9,3.0,0.0,1.0,High
0,2,4,0.5,4.0,0.0,1.0,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
8,0,2,0.95,5.0,3.0,0.4,High
6,1,3,0.6,12.0,9.0,0.25,Low
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
0,2,5,0.5,4.0,-1.0,1.25,High
5,1,2,0.9,6.0,4.0,0.3333333333333333,Low
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
1,1,0,0.4,18.0,18.0,0.0,Medium
8,0,1,0.95,5.0,4.0,0.2,Medium
1,1,8,0.4,18.0,10.0,0.4444444444444444,Low
4,0,39,0.3,212.0,173.0,0.18396226415094338,Low
4,0,88,0.3,212.0,124.0,0.41509433962264153,Medium
1,1,4,0.4,18.0,14.0,0.2222222222222222,High
8,0,0,0.95,5.0,5.0,0.0,High
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
8,1,3,0.95,5.0,2.0,0.6,Low
7,1,1,0.9,3.0,2.0,0.3333333333333333,High
3,1,3,0.75,9.0,6.0,0.3333333333333333,Medium
7,1,0,0.9,3.0,3.0,0.0,Medium
5,1,2,0.9,6.0,4.0,0.3333333333333333,High
4,0,43,0.3,212.0,169.0,0.2028301886792453,High
6,1,2,0.6,12.0,10.0,0.16666666666666666,Low
4,0,35,0.3,212.0,177.0,0.1650943396226415,High
7,1,1,0.9,3.0,2.0,0.3333333333333333,Medium
4,0,57,0.3,212.0,155.0,0.2688679245283019,Medium
0,2,2,0.5,4.0,2.0,0.5,Low
5,0,2,0.9,6.0,4.0,0.3333333333333333,Medium
0,2,2,0.5,4.0,2.0,0.5,High
6,1,4,0.6,12.0,8.0,0.3333333333333333,High
8,1,1,0.95,5.0,4.0,0.2,Low
1,1,3,0.4,18.0,15.0,0.16666666666666666,Medium
0,2,2,0.5,4.0,2.0,0.5,Low
4,0,19,0.3,212.0,193.0,0.08962264150943396,Low
4,0,6,0.3,212.0,206.0,0.02830188679245283,Low
8,0,3,0.95,5.0,2.0,0.6,High
4,0,50,0.3,212.0,162.0,0.2358490566037736,Medium
4,0,31,0.3,212.0,181.0,0.14622641509433962,Medium
4,0,19,0.3,212.0,193.0,0.08962264150943396,High
4,0,25,0.3,212.0,187.0,0.1179245283018868,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Low
5,1,2,0.9,6.0,4.0,0.3333333333333333,Low
1,1,0,0.4,18.0,18.0,0.0,Low
4,0,36,0.3,212.0,176.0,0.16981132075471697,Low
4,0,29,0.3,212.0,183.0,0.13679245283018868,Medium
5,0,0,0.9,6.0,6.0,0.0,High
1,1,2,0.4,18.0,16.0,0.1111111111111111,Low
4,0,17,0.3,212.0,195.0,0.08018867924528301,Medium
0,2,3,0.5,4.0,1.0,0.75,Medium
8,0,2,0.95,5.0,3.0,0.4,Low
3,1,2,0.75,9.0,7.0,0.2222222222222222,High
1,1,6,0.4,18.0,12.0,0.3333333333333333,Medium
5,1,1,0.9,6.0,5.0,0.16666666666666666,High
2,1,0,0.7,17.0,17.0,0.0,Medium
6,1,6,0.6,12.0,6.0,0.5,Medium
5,1,1,0.9,6.0,5.0,0.16666666666666666,Low
1,1,0,0.4,18.0,18.0,0.0,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
8,1,2,0.95,5.0,3.0,0.4,High
2,1,4,0.7,17.0,13.0,0.23529411764705882,Medium
4,0,23,0.3,212.0,189.0,0.10849056603773585,High
3,1,1,0.75,9.0,8.0,0.1111111111111111,Low
2,1,5,0.7,17.0,12.0,0.29411764705882354,Medium
8,1,1,0.95,5.0,4.0,0.2,High
1,1,5,0.4,18.0,13.0,0.2777777777777778,Medium
2,1,4,0.7,17.0,13.0,0.23529411764705882,High
3,1,2,0.75,9.0,7.0,0.2222222222222222,High
6,1,0,0.6,12.0,12.0,0.0,Low
0,2,1,0.5,4.0,3.0,0.25,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,Medium
5,0,1,0.9,6.0,5.0,0.16666666666666666,Low
6,1,3,0.6,12.0,9.0,0.25,Low
8,1,2,0.95,5.0,3.0,0.4,Medium
2,1,3,0.7,17.0,14.0,0.17647058823529413,High
6,1,6,0.6,12.0,6.0,0.5,Medium
6,1,2,0.6,12.0,10.0,0.16666666666666666,Medium
4,0,48,0.3,212.0,164.0,0.22641509433962265,High
7,1,2,0.9,3.0,1.0,0.6666666666666666,High
3,1,3,0.75,9.0,6.0,0.3333333333333333,Low
